,,,Date of load 2023 04 05,,,,,,,,,,,,,,,,,,
,NO.,CODE,DESCRIPTION,EURO,COLLI,KG,VALUE,,,,,,,,,,,,,,
3188,,,,,,"40,3",,,,,,,,,,,,,,,
3002,,,,,,202,,,,,,,,,,,,,,,
3069,,,,,,125,,,,,,,,,,,,,,,
3098,,,,,,15,,,,,,,,,,,,,,,
3099,,,,,,30,,,,,,,,,,,,,,,
3019,,,,,,75,,,,,,,,,,,,,,,
3121,,,,,,"246,3",,,,,,,,,,,,,,,
3625,,,,,,50,,,,,,,,,,,,,,,
3083,,,,,,60,,,,,,,,,,,,,,,
3277,,,,,,106,,,,,,,,,,,,,,,
3667,,,,,,"267,6",,,,,,,,,,,,,,,
3047,,,,,,"243,5",,,,,,,,,,,,,,,
3246,,,,,,60,,,,,,,,,,,,,,,
3259,,,,,,"89,8",,,,,,,,,,,,,,,
3291,,,,,,"149,1",,,,,,,,,,,,,,,
3609,,,,,,30,,,,,,,,,,,,,,,
3706,,,,,,16,,,,,,,,,,,,,,,
3123,,,,,,"39,4",,,,,,,,,,,,,,,
3040,,,,,,"61,6",,,,,,,,,,,,,,,
3294,,,,,,"199,4",,,,,,,,,,,,,,,
3243,,,,,,"69,3",,,,,,,,,,,,,,,
3196,,,,,,35,,,,,,,,,,,,,,,
3180,,,,,,"61,3",,,,,,,,,,,,,,,
3112,,,,,,50,,,,,,,,,,,,,,,
3215,,,,,,"299,6",,,,,,,,,,,,,,,
3008,,,,,,"79,4",,,,,,,,,,,,,,,
3091,,,,,,"78,2",,,,,,,,,,,,,,,
3263,,,,,,20,,,,,,,,,,,,,,,
3048,,,,,,100,,,,,,,,,,,,,,,
3289,,,,,,"88,9",,,,,,,,,,,,,,,
3181,,,,,,50,,,,,,,,,,,,,,,
3190,,,,,,10,,,,,,,,,,,,,,,
3004,,,,,,"33,8",,,,,,,,,,,,,,,
3136,,,,,,"52,6",,,,,,,,,,,,,,,
3144,,,,,,"25,5",,,,,,,,,,,,,,,
3202,,,,,,"27,7",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,италия остаток,,,,,,,,,,,,,,,,,,
3332,,,,,,"295,1",,,,,,,,,,,,,,,
3355,,,,,,"175,5",,,,,,,,,,,,,,,
3685,,,,,,"56,6",,,,,,,,,,,,,,,
3691,,,,,,"132,8",,,,,,,,,,,,,,,
3387,,,,,,10,,,,,,,,,,,,,,,
3308,,,,,,"112,4",,,,,,,,,,,,,,,
3390,,,,,,"78,6",,,,,,,,,,,,,,,
3352,,,,,,"34,5",,,,,,,,,,,,,,,
3305,,,,,,"34,8",,,,,,,,,,,,,,,
3304,,,,,,242,,,,,,,,,,,,,,,
3369,,,,,,"51,5",,,,,,,,,,,,,,,
3306,,,,,,"19,9",,,,,,,,,,,,,,,
3311,,,,,,"17,7",,,,,,,,,,,,,,,
3390,,,,,,"44,9",,,,,,,,,,,,,,,
3635,,,,,,"90,2",,,,,,,,,,,,,,,
3387,,,,,,"53,4",,,,,,,,,,,,,,,
3641,,,,,,"25,3",,,,,,,,,,,,,,,
3395,,,,,,"24,4",,,,,,,,,,,,,,,
3683,,,,,,"11,3",,,,,,,,,,,,,,,
